"","nct_number","recruitment","interventions","gender","study_type","city","state_name","phase","cleaned_age","state_code","location","lat","lng"
"17368","NCT00069849","Terminated","Drug","All","Interventional","Fresno","California","Phase 2","Adult, Senior","CA","Fresno , CA","36.7468422","-119.7725868"
"17424","NCT00672945","Terminated","Drug","All","Interventional","Phoenix","Arizona","Phase 2","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"17637","NCT01837641","Active, not recruiting","Biological","All","Interventional","Long Beach","California","Phase 1","Adult, Senior","CA","Long Beach , CA","33.7700504","-118.1937395"
"17698","NCT00462917","Completed","Behavioral","All","Interventional","Washington","District of Columbia","Not available","Adult, Senior","DC","Washington , DC","38.9071923","-77.0368707"
"17755","NCT00099710","Completed","Dietary Supplement","All","Interventional","Westwood","California","Phase 2","Adult, Senior","CA","Westwood , CA","34.0635016","-118.4455164"
"17756","NCT00605059","Terminated","Drug","All","Interventional","New Haven","Connecticut","Phase 1","Adult, Senior","CT","New Haven , CT","41.308274","-72.9278835"
"17921","NCT01565291","Completed","Drug","All","Interventional","Baltimore","Maryland","Early Phase 1","Adult, Senior","MD","Baltimore , MD","39.2903848","-76.6121893"
"18023","NCT01388478","Completed","Drug","All","Interventional","Kansas City","Kansas","Phase 2","Adult, Senior","KS","Kansas City , KS","39.114053","-94.6274636"
"18064","NCT03008161","Recruiting","Drug","All","Interventional","Long Beach","California","Phase 1","Adult, Senior","CA","Long Beach , CA","33.7700504","-118.1937395"
"18125","NCT00231946","Completed","Drug","All","Interventional","Peoria","Arizona","Phase 3","Adult, Senior","AZ","Peoria , AZ","33.5805955","-112.2373779"
"18139","NCT00299988","Completed","Drug","All","Interventional","New York City","New York","Phase 2","Adult, Senior","NY","New York City , NY","40.7127753","-74.0059728"
"18146","NCT00704782","Terminated","Drug","All","Interventional","Phoenix","Arizona","Phase 2","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"18359","NCT02760602","Terminated","Drug","All","Interventional","Phoenix","Arizona","Phase 3","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"18572","NCT00693004","Terminated","Drug","All","Interventional","Phoenix","Arizona","Phase 2","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"18785","NCT03307993","Recruiting","Drug","All","Interventional","Baltimore","Maryland","Phase 1","Adult, Senior","MD","Baltimore , MD","39.2903848","-76.6121893"
"18887","NCT02167256","Active, not recruiting","Drug","All","Interventional","Phoenix","Arizona","Phase 2","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"19100","NCT00448799","Completed","Radiation","All","Interventional","New Haven","Connecticut","Phase 1","Adult, Senior","CT","New Haven , CT","41.308274","-72.9278835"
"19265","NCT01716637","Completed","Biological","All","Interventional","Coral Springs","Florida","Phase 1","Adult, Senior","FL","Coral Springs , FL","26.271192","-80.2706044"
"19267","NCT00151398","Completed","Drug","All","Interventional","Phoenix","Arizona","Phase 2","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"19480","NCT00456417","Completed","Procedure","All","Interventional","New Haven","Connecticut","Phase 1","Adult, Senior","CT","New Haven , CT","41.308274","-72.9278835"
"19645","NCT01565330","Completed","Drug","All","Interventional","West Palm Beach","Florida","Phase 1","Adult, Senior","FL","West Palm Beach , FL","26.7153424","-80.0533746"
"19752","NCT02006641","Completed","Drug","All","Interventional","Phoenix","Arizona","Phase 3","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"19965","NCT02854917","Active, not recruiting","Not available","All","Observational","New York","New York","Not available","Adult, Senior","NY","New York , NY","40.7127753","-74.0059728"
"20201","NCT00151333","Completed","Drug","All","Interventional","Phoenix","Arizona","Phase 2","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"20414","NCT02484547","Recruiting","Drug","All","Interventional","Birmingham","Alabama","Phase 3","Adult, Senior","AL","Birmingham , AL","33.5206608","-86.80249"
"20469","NCT02477800","Recruiting","Drug","All","Interventional","Phoenix","Arizona","Phase 3","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"20682","NCT00948909","Completed","Drug","All","Interventional","Fresno","California","Phase 2","Adult, Senior","CA","Fresno , CA","36.7468422","-119.7725868"
"20738","NCT01397539","Completed","Drug","All","Interventional","Delray Beach","Florida","Phase 1","Adult, Senior","FL","Delray Beach , FL","26.4614625","-80.0728201"
"20832","NCT01122329","Completed","Dietary Supplement","All","Interventional","Los Angeles","California","Phase 4","Adult, Senior","CA","Los Angeles , CA","34.0522342","-118.2436849"
"20951","NCT00440050","Completed","Drug","All","Interventional","Birmingham","Alabama","Phase 3","Adult, Senior","AL","Birmingham , AL","33.5206608","-86.80249"
"21006","NCT00498602","Completed","Biological","All","Interventional","Phoenix","Arizona","Phase 2","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"21219","NCT01094340","Unknown status","Drug","All","Interventional","Sun City","Arizona","Phase 2","Adult, Senior","AZ","Sun City , AZ","33.5975393","-112.2718239"
"21320","NCT02051608","Active, not recruiting","Drug","All","Interventional","Phoenix","Arizona","Phase 3","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"21533","NCT00933608","Completed","Drug","All","Interventional","New York","New York","Phase 4","Adult, Senior","NY","New York , NY","40.7127753","-74.0059728"
"21769","NCT02353598","Active, not recruiting","Drug","All","Interventional","Phoenix","Arizona","Phase 1","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"21982","NCT03117738","Recruiting","Drug","All","Interventional","Costa Mesa","California","Phase 1","Adult, Senior","CA","Costa Mesa , CA","33.6412156","-117.9188221"
"22042","NCT00314912","Unknown status","Drug","All","Interventional","San Francisco","California","Phase 3","Adult, Senior","CA","San Francisco , CA","37.7749295","-122.4194155"
"22169","NCT00257673","Completed","Drug","All","Interventional","Northport","Alabama","Phase 2","Adult, Senior","AL","Northport , AL","33.229007","-87.5772293"
"22175","NCT01680588","Active, not recruiting","Drug","All","Interventional","New Haven","Connecticut","Phase 2","Adult, Senior","CT","New Haven , CT","41.308274","-72.9278835"
"22340","NCT01548430","Completed","Drug","All","Interventional","Miami","Florida","Phase 1","Adult, Senior","FL","Miami , FL","25.7616798","-80.1917902"
"22567","NCT00739037","Terminated","Drug","All","Interventional","Glendale","California","Phase 1","Adult, Senior","CA","Glendale , CA","34.1425078","-118.255075"
"22615","NCT00087724","Terminated","Drug","All","Interventional","Phoenix","Arizona","Phase 2","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"22828","NCT00676143","Terminated","Drug","All","Interventional","Birmingham","Alabama","Phase 3","Adult, Senior","AL","Birmingham , AL","33.5206608","-86.80249"
"22883","NCT00667810","Terminated","Drug","All","Interventional","Birmingham","Alabama","Phase 3","Adult, Senior","AL","Birmingham , AL","33.5206608","-86.80249"
"22938","NCT01527916","Completed","Drug","All","Interventional","Delray Beach","Florida","Phase 2","Adult, Senior","FL","Delray Beach , FL","26.4614625","-80.0728201"
"23032","NCT00359944","Completed","Drug","All","Interventional","LIttle Rock","Alaska","Phase 2","Adult, Senior","AK","LIttle Rock , AK","34.7464809","-92.2895948"
"23033","NCT00895895","Terminated","Drug","All","Interventional","Phoenix","Arizona","Phase 2","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"23246","NCT01955161","Completed","Drug","All","Interventional","Birmingham","Alabama","Phase 3","Adult, Senior","AL","Birmingham , AL","33.5206608","-86.80249"
"23301","NCT00439010","Completed","Drug","All","Interventional","New Haven","Connecticut","Phase 1","Adult, Senior","CT","New Haven , CT","41.308274","-72.9278835"
"23466","NCT03239561","Recruiting","Drug","All","Interventional","New Haven","Connecticut","Early Phase 1","Adult, Senior","CT","New Haven , CT","41.308274","-72.9278835"
"23631","NCT02431468","Active, not recruiting","Drug","All","Interventional","Phoenix","Arizona","Phase 2","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"23844","NCT00998764","Terminated","Drug","All","Interventional","Birmingham","Alabama","Phase 3","Adult, Senior","AL","Birmingham , AL","33.5206608","-86.80249"
"23899","NCT01482845","Completed","Drug","All","Interventional","Glendale","California","Phase 1","Adult, Senior","CA","Glendale , CA","34.1425078","-118.255075"
"23947","NCT00955422","Completed","Not available","All","Observational","Bethesda","Maryland","Not available","Adult, Senior","MD","Bethesda , MD","38.984652","-77.0947092"
"23974","NCT00575055","Completed","Drug","All","Interventional","Birmingham","Alabama","Phase 3","Adult, Senior","AL","Birmingham , AL","33.5206608","-86.80249"
"24029","NCT00886951","Terminated","Drug","All","Interventional","New Haven","Connecticut","Phase 1","Adult, Senior","CT","New Haven , CT","41.308274","-72.9278835"
"24194","NCT01224106","Active, not recruiting","Drug","All","Interventional","Phoenix","Arizona","Phase 3","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"24407","NCT02624778","Recruiting","Biological","All","Interventional","Delray Beach","Florida","Phase 1","Adult, Senior","FL","Delray Beach , FL","26.4614625","-80.0728201"
"24501","NCT00960531","Terminated","Biological","All","Interventional","Phoenix","Arizona","Phase 2","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"24714","NCT00090116","Completed","Drug","All","Interventional","Peoria","Arizona","Phase 3","Adult, Senior","AZ","Peoria , AZ","33.5805955","-112.2373779"
"24728","NCT02221947","Terminated","Drug","All","Interventional","Glendale","California","Phase 1","Adult, Senior","CA","Glendale , CA","34.1425078","-118.255075"
"24776","NCT01669876","Terminated","Dietary Supplement","All","Interventional","Sarasota","Florida","Phase 2","Adult, Senior","FL","Sarasota , FL","27.3364347","-82.5306527"
"24820","NCT02006654","Completed","Drug","All","Interventional","Mesa","Arizona","Phase 3","Adult, Senior","AZ","Mesa , AZ","33.4151843","-111.8314724"
"24828","NCT00574132","Completed","Drug","All","Interventional","Birmingham","Alabama","Phase 3","Adult, Senior","AL","Birmingham , AL","33.5206608","-86.80249"
"24883","NCT01676935","Terminated","Drug","All","Interventional","Delray Beach","Florida","Phase 2","Adult, Senior","FL","Delray Beach , FL","26.4614625","-80.0728201"
"24977","NCT01193608","Completed","Drug","All","Interventional","Escondido","California","Phase 1","Adult, Senior","CA","Escondido , CA","33.1192068","-117.086421"
"24982","NCT00481520","Completed","Drug","All","Interventional","Delray Beach","Florida","Phase 2","Adult, Senior","FL","Delray Beach , FL","26.4614625","-80.0728201"
"25076","NCT03056729","Recruiting","Drug","All","Interventional","Hallandale Beach","Florida","Phase 1","Adult, Senior","FL","Hallandale Beach , FL","25.9812024","-80.148379"
"25135","NCT02754830","Recruiting","Drug","All","Interventional","Glendale","California","Phase 1","Adult, Senior","CA","Glendale , CA","34.1425078","-118.255075"
"25183","NCT00855868","Completed","Drug","All","Interventional","Philadelphia","Pennsylvania","Phase 2","Adult, Senior","PA","Philadelphia , PA","39.9525839","-75.1652215"
"25330","NCT01723826","Completed","Drug","All","Interventional","Phoenix","Arizona","Phase 2","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"25543","NCT00305903","Completed","Drug","All","Interventional","Manchester","New Jersey","Phase 4","Adult, Senior","NJ","Manchester , NJ","39.9711696","-74.3392821"
"25559","NCT00939783","Terminated","Drug","All","Interventional","Mobile","Alabama","Phase 3","Adult, Senior","AL","Mobile , AL","30.6953657","-88.0398912"
"25561","NCT00566397","Completed","Drug","All","Interventional","Phoenix","Arizona","Phase 2","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"25774","NCT00884507","Completed","Drug","All","Interventional","Orange","California","Phase 2","Adult, Senior","CA","Orange , CA","33.7879139","-117.8531007"
"25820","NCT01343966","Completed","Drug","All","Interventional","Phoenix","Arizona","Phase 2","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"26033","NCT02600130","Recruiting","Biological","All","Interventional","Miami","Florida","Phase 1","Adult, Senior","FL","Miami , FL","25.7616798","-80.1917902"
"26260","NCT00413621","Completed","Not available","All","Observational","Baltimore","Maryland","Not available","Adult, Senior","MD","Baltimore , MD","39.2903848","-76.6121893"
"26362","NCT01690195","Terminated","Drug","All","Interventional","Long Beach","California","Phase 2","Adult, Senior","CA","Long Beach , CA","33.7700504","-118.1937395"
"26423","NCT01066546","Terminated","Drug","All","Interventional","Costa Mesa","California","Phase 3","Adult, Senior","CA","Costa Mesa , CA","33.6412156","-117.9188221"
"26483","NCT03114657","Recruiting","Drug","All","Interventional","Scottsdale","Arizona","Phase 3","Adult, Senior","AZ","Scottsdale , AZ","33.4941704","-111.9260519"
"26507","NCT00428389","Completed","Drug","All","Interventional","Sun City","Arizona","Phase 3","Adult, Senior","AZ","Sun City , AZ","33.5975393","-112.2718239"
"26608","NCT00606476","Terminated","Drug","All","Interventional","Peoria","Arizona","Phase 2","Child, Adult, Senior","AZ","Peoria , AZ","33.5805955","-112.2373779"
"26622","NCT02792179","Completed","Drug","All","Interventional","Baltimore","Maryland","Phase 1","Adult, Senior","MD","Baltimore , MD","39.2903848","-76.6121893"
"26724","NCT02670083","Recruiting","Drug","All","Interventional","Phoenix","Arizona","Phase 3","Adult, Senior","AZ","Phoenix , AZ","33.4483771","-112.0740373"
"26937","NCT02386306","Completed","Drug","All","Interventional","Long Beach","California","Phase 1","Adult, Senior","CA","Long Beach , CA","33.7700504","-118.1937395"
"26998","NCT01677754","Completed","Drug","All","Interventional","Anaheim","California","Phase 2","Adult, Senior","CA","Anaheim , CA","33.8365932","-117.9143012"
"27008","NCT02820896","Completed","Drug","All","Interventional","Knoxville","Tennessee","Phase 1","Adult, Senior","TN","Knoxville , TN","35.9606384","-83.9207392"
"27024","NCT02640092","Recruiting","Drug","All","Interventional","Farmington","Connecticut","Phase 1","Adult, Senior","CT","Farmington , CT","41.7360305","-72.795027"
"27028","NCT01254773","Completed","Drug","All","Interventional","Tucson","Arizona","Phase 2","Adult, Senior","AZ","Tucson , AZ","32.2217429","-110.926479"
"27104","NCT02079246","Completed","Drug","All","Interventional","Birmingham","Alabama","Phase 3","Adult, Senior","AL","Birmingham , AL","33.5206608","-86.80249"
