"nct_number","locnum","state","city","institution"
"NCT00021723",8," Florida"," Ft. Lauderdale","Baumel-Eisner Neuromedical Institute"
"NCT00021723",9," Minnesota"," Rochester","Mayo Clinic"
"NCT00021723",10," Oklahoma"," Tulsa"," Inc.,Clinical Pharmaceutical Trials"
"NCT00021723",11," Texas"," Houston","Baylor College of Medicine"
"NCT00024531",1," Arizona"," Sun City","Sun Health Research Institute"
"NCT00029120",1," Maryland"," Bethesda"," 9000 Rockville Pike,National Institutes of Health Clinical Center"
"NCT00031018",1," Texas"," Houston"," Gerontology Center of the UTMSI,University of Texas - Houston"
"NCT00034567",1," Alabama"," Birmingham"," Birmingham,University of Alabama"
"NCT00034567",2," Arizona"," Sun City","Sun Health Research Institute"
"NCT00034567",3," California"," Irvine"," Irvine,University of California"
"NCT00034567",4," California"," La Jolla"," San Diego,University of California"
"NCT00034567",5," California"," Los Angeles","University of Southern California"
"NCT00034567",6," California"," Los Angeles"," Los Angeles,University of California"
"NCT00034567",7," California"," Palo Alto","Stanford/Va Aging Clinical Research Center"
"NCT00034567",8," California"," Sacramento"," Davis,University of California"
"NCT00034567",9," Connecticut"," New Haven","Yale University School of Medicine"
"NCT00034567",10," District of Columbia"," Washington","Georgetown University Medical Center"
"NCT00034567",11," Florida"," Boca Raton"," Boca Raton,Baumel-Eisner Neuromedical Institute"
"NCT00034567",12," Florida"," Ft Lauderdale","Baumel-Eisner Ft Lauderdale"
"NCT00034567",13," Florida"," Jacksonville"," Jacksonville,Mayo Clinic"
"NCT00034567",14," Florida"," Miami Beach","Wien Center for Memory Disorders"
"NCT00034567",15," Florida"," Miami Beach"," Miami Beach,Baumel-Eisner Neuromedical Institute"
"NCT00034567",16," Florida"," Tampa"," Tampa,University of South Florida"
"NCT00034567",17," Georgia"," Atlanta","Emory University"
"NCT00034567",18," Illinois"," Chicago","Northwestern University"
"NCT00034567",19," Illinois"," Chicago","Rush Alzheimer's Disease Center"
"NCT00034567",20," Indiana"," Indianapolis","Indiana University Alzheimer's Center"
"NCT00034567",21," Kentucky"," Lexington"," Lexington,University of Kentucky"
"NCT00034567",22," Maryland"," Baltimore","Johns Hopkins University"
"NCT00034567",23," Massachusetts"," Boston","Brigham and Women's Hospital"
"NCT00034567",24," Massachusetts"," Boston","Boston University School of Medicine"
"NCT00034567",25," Michigan"," Ann Arbor","Michigan Alzheimer's Disease Research Center"
"NCT00034567",26," Minnesota"," Rochester","Mayo Alzheimer's Disease Center"
"NCT00034567",27," Missouri"," St. Louis","Washington University"
"NCT00034567",28," Nevada"," Las Vegas"," Las Vegas,University of Nevada"
"NCT00034567",29," New York"," New York","New York University School of Medicine"
"NCT00034567",30," New York"," New York","Mt. Sinai Medical Center"
"NCT00034567",31," New York"," New York","Columbia University"
"NCT00034567",32," New York"," Rochester","University of Rochester"
"NCT00034567",33," Ohio"," Cleveland","University Hospitals of Cleveland"
"NCT00034567",34," Oregon"," Portland","Oregon Health Sciences University"
"NCT00034567",35," Pennsylvania"," Philadelphia","University of Pennsylvania"
"NCT00034567",36," Pennsylvania"," Pittsburgh","University of Pittsburgh"
"NCT00034567",37," Rhode Island"," Pawtucket","Memorial Hospital of Rhode Island (Brown University)"
"NCT00034567",38," South Carolina"," North Charleston","Medical University of South Carolina"
"NCT00034567",39," Texas"," Dallas","University of Texas Southwestern Medical Center"
"NCT00036114",1," Alabama"," Tuscaloosa","Local Institution"
"NCT00036114",2," Arizona"," Scottsdale","Local Institution"
"NCT00036114",3," California"," Cerritos","Local Institution"
"NCT00036114",4," California"," Granada Hills","Local Institution"
"NCT00036114",5," California"," Los Angeles","Local Institution"
"NCT00036114",6," California"," San Diego","Local Institution"
"NCT00036114",7," California"," Torrance","Local Institution"
"NCT00036114",8," Colorado"," Denver","Local Institution"
"NCT00036114",9," Connecticut"," Hamden","Local Institution"
"NCT00036114",10," Florida"," Miami","Local Institution"
"NCT00036114",11," Florida"," North Miami Beach","Local Institution"
"NCT00036114",12," Florida"," West Palm Beach","Local Institution"
"NCT00036114",13," Georgia"," Atlanta","Local Institution"
"NCT00036114",14," Georgia"," Augusta","Local Institution"
"NCT00036114",15," Georgia"," Macon","Local Institution"
"NCT00036114",16," Hawaii"," Honolulu","Local Institution"
"NCT00036114",17," Illinois"," North Chicago","Local Institution"
"NCT00036114",18," Illinois"," Springfield","Local Institution"
"NCT00036114",19," Louisiana"," New Orleans","Local Institution"
"NCT00036114",20," Louisiana"," Shreveport","Local Institution"
"NCT00036114",21," Maryland"," Baltimore","Local Institution"
"NCT00036114",22," Massachusetts"," Newton Center","Local Institution"
"NCT00036114",23," Massachusetts"," Springfield","Local Institution"
"NCT00036114",24," Massachusetts"," Wellesley Hills","Local Institution"
"NCT00036114",25," New Jersey"," Lyons","Local Institution"
"NCT00036114",26," New York"," Albany","Local Institution"
"NCT00036114",27," New York"," Lawrence","Local Institution"
"NCT00036114",28," New York"," Montrose","Local Institution"
"NCT00036114",29," New York"," Northport","Local Institution"
"NCT00036114",30," New York"," White Plains","Local Institution"
"NCT00036114",31," North Carolina"," Raleigh","Local Institution"
"NCT00036114",32," Ohio"," Beachwood","Local Institution"
"NCT00036114",33," Oregon"," Portland","Local Institution"
"NCT00036114",34," Pennsylvania"," Hershey","Local Institution"
"NCT00036114",35," Texas"," Austin","Local Institution"
"NCT00036114",36," Texas"," Dallas","Local Institution"
"NCT00036114",37," Texas"," San Antonio","Local Institution"
"NCT00036114",38," Texas"," Wichita Falls","Local Institution"
"NCT00036114",39," Vermont"," Bennington","Local Institution"
"NCT00036114",40," Virginia"," Charlottesville","Local Institution"
"NCT00036114",41," Washington"," Seattle","Local Institution"
"NCT00039702",1," Maryland"," Bethesda","National Institute of Mental Health (NIMH)"
"NCT00040378",1," Alabama"," Birmingham","University of Alabama at Birmingham Preventive Medicine"
"NCT00040378",2," Alaska"," Anchorage","Alaska Regional Hospital"
"NCT00040378",3," Alaska"," Anchorage","Providence Alaska Medical Center"
"NCT00040378",4," California"," Chula Vista"," San Diego - Chula Vista,University of California"
"NCT00040378",5," California"," Glendale","Glendale Memorial Hospital"
"NCT00040378",6," California"," La Jolla"," San Diego,University of California"
"NCT00040378",7," California"," Loma Linda","VA Medical Center"
"NCT00040378",8," California"," Long Beach","VAMC Long Beach"
"NCT00040378",9," California"," Northridge","Northridge Hospital Medical Center"
"NCT00040378",10," California"," Santa Rosa","Santa Rosa Memorial Hospital Regional CCOP"
"NCT00040378",11," California"," Torrance","LABIOMED (Los Angeles Biomedical) Research Institute at Harbor-UCLA Medical Center"
"NCT00040378",12," California"," Upland","Lionel B. Katchem"
"NCT00040378",13," Colorado"," Fort Collins","Rocky Mountain CC/Poudre Valley Hospital"
"NCT00040378",14," District of Columbia"," DC"," Washington,Sibley Memorial Hospital"
"NCT00040378",15," District of Columbia"," DC"," Washington,George Washington University Medical Center"
"NCT00040378",16," District of Columbia"," DC"," Washington,DC United MBCCOP"
"NCT00040378",17," Florida"," Jacksonville","Baptist Medical Center"
"NCT00040378",18," Georgia"," Tucker","Kaiser Southeast Permanente Medical Group"
"NCT00040378",19," Iowa"," Ames","Bliss Cancer Center/McFarland Clinic/Mary Greely MC"
"NCT00040378",20," Iowa"," Cedar Rapids","Cedar Rapids CCOP"
"NCT00040378",21," Iowa"," Davenport","Genesis Medical Center"
"NCT00040378",22," Iowa"," Des Moines","Iowa Oncology Research Association"
"NCT00040378",23," Iowa"," Sioux City","Siouxland Hematology-Oncology Associates"
"NCT00040378",24," Kansas"," Kansas City","University of Kansas Medical Center"
"NCT00040378",25," Kansas"," Topeka","Stormont-Vail Health Care/Cotton O'Neil Clinic"
"NCT00040378",26," Kansas"," Wichita","Wichita CCOP"
"NCT00040378",27," Kentucky"," Ashland","Our Lady of Bellefonte Hospital Inc."
"NCT00040378",28," Kentucky"," Lexington","University of Kentucky Medical Center"
"NCT00040378",29," Kentucky"," Louisville","Louisville VA Medical Center"
"NCT00040378",30," Maryland"," Annapolis","Anne Arundel Medical Center"
"NCT00040378",31," Massachusetts"," Pittsfield","Berkshire Hematology Oncology/Bershire Medical Center"
"NCT00040378",32," Michigan"," Adrian","Bixby Oncology Center"
"NCT00040378",33," Michigan"," Detroit","Henry Ford Hospital"
"NCT00040378",34," Michigan"," Grand Rapids","Grand Rapids Clinical Oncology Program CCOP"
"NCT00040378",35," Michigan"," Monroe","Monroe Clinic"
"NCT00040378",36," Michigan"," Pontiac","St. Joseph Mercy Oakland"
"NCT00040378",37," Michigan"," Traverse City","Munson Medical Center"
"NCT00040378",38," Minnesota"," Duluth","Duluth CCOP"
"NCT00040378",39," Missouri"," Joplin","St. John's Regional Medical Center"
"NCT00040378",40," Missouri"," Springfield","St. John's Health System"
"NCT00040378",41," Missouri"," Springfield","Cancer Research for the Ozarks"
"NCT00040378",42," Montana"," Billings","Montana Cancer Consortium CCOP"
"NCT00040378",43," Montana"," Great Falls","Benefis Health Care"
"NCT00040378",44," Nebraska"," Kearney","Good Samaritan Health Systems - Cancer Center"
"NCT00040378",45," Nebraska"," Lincoln","Cancer Resource Center"
"NCT00040378",46," Nebraska"," Omaha","Alegent Health Immanuel Medical Center"
"NCT00040378",47," Nebraska"," Omaha","Alegent Health Bergan Mercy Medical Center"
"NCT00040378",48," Nebraska"," Omaha","Missouri Valley Cancer Cons CCOP/Creighton University"
"NCT00040378",49," Nevada"," Reno","Washoe Medical Center"
"NCT00040378",50," New Jersey"," East Orange","VAMC New Jersey Health Care System"
"NCT00040378",51," New Jersey"," Phillipsburg","Warren Hospital"
"NCT00040378",52," New Jersey"," Red Bank","Riverview Medical Center"
"NCT00040378",53," New York"," Albany","Stratton Veterans Affairs Medical Center"
"NCT00040378",54," New York"," Cooperstown","Bassett Research Institute"
"NCT00040378",55," New York"," Glens Falls","Glens Falls Hospital"
"NCT00040378",56," Ohio"," Cincinnati","Good Samaritan Hospital"
"NCT00040378",57," Ohio"," Columbus","Columbus CCOP"
"NCT00040378",58," Ohio"," Fremont","Fremont Memorial Hospital"
"NCT00040378",59," Ohio"," Maumee","NW Ohio Oncology Center/St. Luke's Hospital"
"NCT00040378",60," Ohio"," Oregon","St. Charles Hospital"
"NCT00040378",61," Ohio"," Sylvania","Flower Hospital"
"NCT00040378",62," Ohio"," Toledo","Toledo Hospital"
"NCT00040378",63," Ohio"," Toledo","St. Vincent Medical Center"
"NCT00040378",64," Ohio"," Toledo","Toledo CCOP"
"NCT00040378",65," Ohio"," Toledo","Toledo Clinic Inc."
"NCT00040378",66," Oklahoma"," Muskogee","Muskogee Regional Medical Center"
"NCT00040378",67," Pennsylvania"," Abington","Abington Memorial Hospital"
"NCT00040378",68," Pennsylvania"," Allentown","Lehigh Valley Hospital"
"NCT00040378",69," Pennsylvania"," Bethlehem","St. Luke's Hospital and Health Network"
"NCT00040378",70," Pennsylvania"," Doylestown","Doylestown Hospital"
"NCT00040378",71," Pennsylvania"," York","York Cancer Center/Wellspan Health"
"NCT00040378",72," South Dakota"," Sioux Falls","Sioux Community Cancer Consortium"
"NCT00040378",73," Tennessee"," Knoxville","Thompson Cancer Survival Center"
"NCT00040378",74," Tennessee"," Memphis","Baptist Memorial Hospital - Memphis"
"NCT00040378",75," Tennessee"," Nashville","Meharry Medical College"
"NCT00040378",76," Tennessee"," Oak Ridge","Methodist Regional Cancer Center"
"NCT00040378",77," Texas"," Dallas","Methodist Hospitals of Dallas"
"NCT00040378",78," Texas"," Temple","Scott & White CCOP"
"NCT00040378",79," Washington"," Bellingham","Cascadia Clinical Trials at St. Joseph Hospital"
"NCT00040378",80," Washington"," Seattle","Virginia Mason CCOP"
"NCT00040378",81," Washington"," Seattle","Swedish Medical Center"
"NCT00040378",82," Washington"," Seattle","Northwest Hospital"
"NCT00040378",83," Wisconsin"," Marshfield","Marshfield Clinic"
"NCT00040378",84," Wisconsin"," Milwaukee","Sinai Samaritan Medical Center"
"NCT00040443",1," Arizona"," Peoria","Pivotal Research Centers"
"NCT00040443",2," California"," Irvine","University of California Irvine"
"NCT00040443",3," California"," Los Angeles","University of California at Los Angeles"
"NCT00040443",4," California"," San Diego"," San Diego,University of California"
"NCT00040443",5," Connecticut"," New Haven","Yale University School of Medicine"
"NCT00040443",6," Florida"," Tampa"," University of South Florida,Sun Coast Gerontology Center"
"NCT00040443",7," Iowa"," Des Moines","Mercy Mayo Clinic"
"NCT00040443",8," Pennsylvania"," Pittsburgh","University of Pittsburgh"
"NCT00041678",1," California"," Rosemead","Local Institution"
"NCT00041678",2," Florida"," Miami","Local Institution"
"NCT00041678",3," Tennessee"," Nashville","Local Institution"
"NCT00041678",4," Vermont"," Bennington","Local Institution"
"NCT00041678",5," Vermont"," Burlington","Local Institution"
"NCT00041678",6," Wisconsin"," Milwaukee","Local Institution"
"NCT00042172",1," Iowa"," Iowa City","University of Iowa Department of Psychiatry"
"NCT00046358",1," Maryland"," Bethesda","National Institute of Mental Health (NIMH)"
"NCT00051909",1," California","Beverly Hills","NA"
"NCT00051909",2," California","Fresno","NA"
"NCT00051909",3," Florida","Boca Raton","NA"
"NCT00051909",4," Florida","Fort Lauderdale","NA"
"NCT00051909",5," Florida","Miami Beach","NA"
"NCT00051909",6," Massachusetts","Boston","NA"
"NCT00051909",7," Oklahoma","Oklahoma City","NA"
"NCT00051909",8," Oklahoma","Tulsa","NA"
"NCT00051909",9," Texas","Wichita Falls","NA"
"NCT00053599",1," Alabama"," Birmingham"," Birmingham,University of Alabama"
"NCT00053599",2," Arizona"," Phoenix","Barrow Neurology Group"
"NCT00053599",3," Arizona"," Tucson"," University of Arizona,Arizona Health Sciences Center"
"NCT00053599",4," California"," Irvine"," Irvine,University of California"
